BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;ANZAHL_PERSONEN
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2008;3712
4701;Wäldi;2013;Bezirk Kreuzlingen;2008;970
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2008;2531
4726;Fischingen;2014;Bezirk Münchwilen;2008;2600
4746;Münchwilen;2014;Bezirk Münchwilen;2008;4674
4751;Rickenbach;2014;Bezirk Münchwilen;2008;2502
4761;Sirnach;2014;Bezirk Münchwilen;2008;6809
4786;Wilen;2014;Bezirk Münchwilen;2008;2046
4711;Affeltrangen;2015;Bezirk Weinfelden;2008;2277
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2008;1251
4471;Bischofszell;2015;Bezirk Weinfelden;2008;5477
4921;Bussnang;2015;Bezirk Weinfelden;2008;2079
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2008;1806
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2008;771
4951;Wigoltingen;2015;Bezirk Weinfelden;2008;2093
4461;Amriswil;2011;Bezirk Arbon;2008;11720
4401;Arbon;2011;Bezirk Arbon;2008;13343
4431;Roggwil;2011;Bezirk Arbon;2008;2889
4446;Sommeri;2011;Bezirk Arbon;2008;511
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2008;2330
4571;Gachnang;2012;Bezirk Frauenfeld;2008;3362
4816;Homburg;2012;Bezirk Frauenfeld;2008;1431
4590;Hüttlingen;2012;Bezirk Frauenfeld;2008;842
4831;Müllheim;2012;Bezirk Frauenfeld;2008;2573
4841;Pfyn;2012;Bezirk Frauenfeld;2008;1925
4611;Thundorf;2012;Bezirk Frauenfeld;2008;1292
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2008;1041
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2008;1188
4651;Gottlieben;2013;Bezirk Kreuzlingen;2008;316
4846;Raperswilen;2013;Bezirk Kreuzlingen;2008;404
4851;Salenstein;2013;Bezirk Kreuzlingen;2008;1242
4724;Eschlikon;2014;Bezirk Münchwilen;2008;3759
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2008;1375
4891;Berg;2015;Bezirk Weinfelden;2008;3022
4476;Erlen;2015;Bezirk Weinfelden;2008;3093
4791;Wuppenau;2015;Bezirk Weinfelden;2008;1007
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2008;2048
4411;Egnach;2011;Bezirk Arbon;2007;4272
4416;Hefenhofen;2011;Bezirk Arbon;2007;1195
4436;Romanshorn;2011;Bezirk Arbon;2007;9292
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2007;1679
4806;Eschenz;2012;Bezirk Frauenfeld;2007;1619
4811;Herdern;2012;Bezirk Frauenfeld;2007;922
4826;Mammern;2012;Bezirk Frauenfeld;2007;585
4831;Müllheim;2012;Bezirk Frauenfeld;2007;2496
4601;Neunforn;2012;Bezirk Frauenfeld;2007;933
4546;Schlatt;2012;Bezirk Frauenfeld;2007;1574
4864;Steckborn;2012;Bezirk Frauenfeld;2007;3435
4606;Stettfurt;2012;Bezirk Frauenfeld;2007;1098
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2007;1046
4641;Altnau;2013;Bezirk Kreuzlingen;2007;1869
4651;Gottlieben;2013;Bezirk Kreuzlingen;2007;320
4666;Kemmental;2013;Bezirk Kreuzlingen;2007;2203
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2007;18133
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2007;1099
4683;Lengwil;2013;Bezirk Kreuzlingen;2007;1252
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2007;3640
4551;Aadorf;2014;Bezirk Münchwilen;2007;7591
4716;Bettwiesen;2014;Bezirk Münchwilen;2007;1046
4723;Braunau;2014;Bezirk Münchwilen;2007;673
4724;Eschlikon;2014;Bezirk Münchwilen;2007;3690
4711;Affeltrangen;2015;Bezirk Weinfelden;2007;2246
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2007;3215
4946;Weinfelden;2015;Bezirk Weinfelden;2007;9852
4951;Wigoltingen;2015;Bezirk Weinfelden;2007;2126
4461;Amriswil;2011;Bezirk Arbon;2007;11517
4401;Arbon;2011;Bezirk Arbon;2007;13118
4421;Horn;2011;Bezirk Arbon;2007;2429
4426;Kesswil;2011;Bezirk Arbon;2007;951
4431;Roggwil;2011;Bezirk Arbon;2007;2806
4441;Salmsach;2011;Bezirk Arbon;2007;1305
4446;Sommeri;2011;Bezirk Arbon;2007;497
4801;Berlingen;2012;Bezirk Frauenfeld;2007;812
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2007;2286
4821;Hüttwilen;2012;Bezirk Frauenfeld;2007;1416
4841;Pfyn;2012;Bezirk Frauenfeld;2007;1898
4611;Thundorf;2012;Bezirk Frauenfeld;2007;1273
4871;Wagenhausen;2012;Bezirk Frauenfeld;2007;1589
4656;Güttingen;2013;Bezirk Kreuzlingen;2007;1389
4846;Raperswilen;2013;Bezirk Kreuzlingen;2007;397
4851;Salenstein;2013;Bezirk Kreuzlingen;2007;1244
4701;Wäldi;2013;Bezirk Kreuzlingen;2007;960
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2007;2461
4746;Münchwilen;2014;Bezirk Münchwilen;2007;4618
4761;Sirnach;2014;Bezirk Münchwilen;2007;6702
4786;Wilen;2014;Bezirk Münchwilen;2007;2029
4781;Wängi;2014;Bezirk Münchwilen;2007;4059
4901;Birwinken;2015;Bezirk Weinfelden;2007;1265
4471;Bischofszell;2015;Bezirk Weinfelden;2007;5466
4476;Erlen;2015;Bezirk Weinfelden;2007;3078
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2007;1802
4495;Hohentannen;2015;Bezirk Weinfelden;2007;607
4941;Märstetten;2015;Bezirk Weinfelden;2007;2399
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2007;751
4791;Wuppenau;2015;Bezirk Weinfelden;2007;1008
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2007;2029
4406;Dozwil;2011;Bezirk Arbon;2007;552
4451;Uttwil;2011;Bezirk Arbon;2007;1604
4545;Diessenhofen;2012;Bezirk Frauenfeld;2007;3160
4566;Frauenfeld;2012;Bezirk Frauenfeld;2007;22313
4571;Gachnang;2012;Bezirk Frauenfeld;2007;3298
4816;Homburg;2012;Bezirk Frauenfeld;2007;1433
4590;Hüttlingen;2012;Bezirk Frauenfeld;2007;837
4591;Matzingen;2012;Bezirk Frauenfeld;2007;2433
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2007;1174
4643;Bottighofen;2013;Bezirk Kreuzlingen;2007;2007
4646;Ermatingen;2013;Bezirk Kreuzlingen;2007;2705
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2007;2543
4726;Fischingen;2014;Bezirk Münchwilen;2007;2569
4741;Lommis;2014;Bezirk Münchwilen;2007;1049
4751;Rickenbach;2014;Bezirk Münchwilen;2007;2451
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2007;1351
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2007;1223
4891;Berg;2015;Bezirk Weinfelden;2007;3058
4921;Bussnang;2015;Bezirk Weinfelden;2007;2034
4911;Bürglen;2015;Bezirk Weinfelden;2007;3092
4506;Sulgen;2015;Bezirk Weinfelden;2007;3366
